"HM054","Algeria_8",0.216628,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.783312
"HM107","Algeria_4",0.170105,1e-05,1e-05,0.760176,0.061901,1e-05,1e-05,0.007778
"HM276","Algeria_3",0.488335,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.511605
"HM055","Algeria_3",0.440811,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.559129
"HM087","Algeria_3",0.420924,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.579016
"HM088","Algeria_3",0.414054,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.585886
"HM168","Algeria_3",0.424133,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.575807
"HM086","Algeria_8",0.321032,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.678908
"HM011","Algeria_3",0.432346,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.567594
"HM268","Algeria_2",1e-05,0.028412,1e-05,1e-05,1e-05,1e-05,0.971528,1e-05
"HM085","Algeria_8",0.358566,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.641374
"HM267","Algeria_4",0.150439,1e-05,1e-05,0.78772,1e-05,1e-05,1e-05,0.06179
"HM105","Algeria_5",1.5e-05,1e-05,1e-05,0.968387,0.031548,1e-05,1e-05,1e-05
"HM051","Algeria_3",0.418001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.581939
"HM081","Algeria_3",0.447733,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.552207
"HM277","Algeria_3",0.486422,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.513518
"HM005","Algeria_5",1e-05,1e-05,1e-05,0.996524,0.003416,1e-05,1e-05,1e-05
"HM164","Algeria_3",0.582308,1e-05,1e-05,0.029768,0.004393,1e-05,1e-05,0.38349
"HM295","Algeria_5",1e-05,1e-05,1e-05,0.994188,0.005752,1e-05,1e-05,1e-05
"HM052","Algeria_1",0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"HM082","Algeria_1",0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"HM083","Algeria_1",0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"HM298","Algeria_1",0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"HM266","Algeria_6",0.619113,1e-05,1e-05,0.380827,1e-05,1e-05,1e-05,1e-05
"HM067","Algeria_1",0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"HM294","Algeria_1",0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"HM008","Algeria_1",0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"HM047","Algeria_1",0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"HM048","Algeria_4",0.115562,1e-05,0.029819,0.854568,1e-05,1e-05,1e-05,1e-05
"HM165","Algeria_4",0.099406,1e-05,1e-05,0.838303,1e-05,0.060077,0.002174,1e-05
"HM014","Algeria_4",0.188888,1e-05,1e-05,0.811052,1e-05,1e-05,1e-05,1e-05
"HM161","Algeria_1",0.902957,1e-05,1e-05,0.096983,1e-05,1e-05,1e-05,1e-05
"HM028","Algeria_7",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05
"HM166","Algeria_5",1e-05,1e-05,1e-05,0.905537,0.094396,1.6e-05,1e-05,1e-05
"HM167","Algeria_5",1e-05,1e-05,0.00326,0.869242,0.127448,1e-05,1e-05,1e-05
"HM053","Algeria_5",1e-05,1.8e-05,1e-05,0.999921,1e-05,1e-05,1.1e-05,1e-05
"HM296","Algeria_4",0.13473,1e-05,1e-05,0.86521,1e-05,1e-05,1e-05,1e-05
"HM084","Algeria_5",1e-05,1e-05,1e-05,0.961181,0.038759,1e-05,1e-05,1e-05
"HM080","Algeria_4",0.109436,1e-05,1e-05,0.890504,1e-05,1e-05,1e-05,1e-05
"HM163","Algeria_4",0.092247,1e-05,1e-05,0.724671,1e-05,0.183033,1e-05,1e-05
"HM072","Algeria_4",0.102939,1e-05,1e-05,0.849676,1e-05,1e-05,0.047335,1e-05
"HM074","Algeria_4",0.106902,1e-05,1e-05,0.893038,1e-05,1e-05,1e-05,1e-05
"HM004","Algeria_4",0.089584,1e-05,1e-05,0.802167,1e-05,0.049067,0.059142,1e-05
"HM079","Algeria_4",0.108694,1e-05,1e-05,0.886618,1e-05,0.004638,1e-05,1e-05
"HM297","Algeria_4",0.120541,1e-05,1e-05,0.879399,1e-05,1e-05,1e-05,1e-05
"HM049","Algeria_5",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"HM050","Algeria_5",1e-05,1e-05,0.012704,0.928511,0.058734,1e-05,1e-05,1e-05
"HM162","Algeria_5",1e-05,1e-05,1e-05,0.8539,0.14604,1e-05,1e-05,1e-05
"HM099","Cyprus_0",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM157","Cyprus_0",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM149","Cyprus_0",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM199","Cyprus_0",1e-05,1e-05,0.426694,0.414761,0.158496,1e-05,1e-05,1e-05
"HM002","Cyprus_0",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM200","Cyprus_0",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM156","Cyprus_0",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM112","Cyprus_0",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM115","Cyprus_0",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM313","Cyprus_0",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM059","France_2",1e-05,1e-05,1e-05,1e-05,1e-05,0.893569,1e-05,0.106371
"HM035","France_1",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"HM015","France_1",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"HM182","France_1",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"HM007","France_3",1e-05,0.094617,1e-05,1e-05,1e-05,0.706953,0.065884,0.132506
"HM013","France_6",0.095273,0.492409,1e-05,1.6e-05,1.2e-05,0.043014,1e-05,0.369256
"HM026","France_1",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"HM206","France_1",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"HM159","France_1",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"HM032","France_6",0.104653,0.481693,1e-05,1e-05,1e-05,1e-05,1e-05,0.413604
"HM131","France_1",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"HM006","France_7",1e-05,1e-05,0.005154,0.005601,0.106365,0.381932,0.500919,1e-05
"HM027","France_4",1e-05,1e-05,1e-05,0.211758,1e-05,0.578975,0.209218,1e-05
"HM097","France_5",0.498772,1e-05,1e-05,1e-05,1e-05,0.419001,0.082178,1e-05
"HM315","France_8",1e-05,1e-05,0.282491,0.182254,0.10847,0.193635,0.23312,1e-05
"HM278","France_9",1e-05,1e-05,1e-05,1e-05,1e-05,0.7069,0.29304,1e-05
"HM129","France,Corsica_3",0.100408,0.041078,1e-05,1e-05,1e-05,0.858464,1e-05,1e-05
"HM130","France,Corsica_1",0.084341,0.1514,1e-05,1e-05,1e-05,0.764209,1e-05,1e-05
"HM033","France,Corsica_6",1e-05,1e-05,1e-05,0.023604,1e-05,0.976336,1e-05,1e-05
"HM128","France,Corsica_7",1e-05,0.046285,1e-05,0.010159,1e-05,0.8933,0.050216,1e-05
"HM184","France,Corsica_5",0.056047,0.049812,0.013714,0.068109,1e-05,0.743815,0.068483,1e-05
"HM096","France,Corsica_6",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"HM034","France,Corsica_4",0.023015,1e-05,1e-05,1e-05,1e-05,0.813702,0.163233,1e-05
"HM060","France,Corsica_6",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"HM126","France,Corsica_6",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"HM183","France,Corsica_6",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"HM095","France,Corsica_6",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"HM127","France,Corsica_6",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"HM253","France,Corsica_2",1e-05,1e-05,0.095768,0.833669,0.070513,1e-05,1e-05,1e-05
"HM185","France,Corsica_6",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"HM288","Germany_0",1e-05,0.354338,1e-05,1e-05,1e-05,1e-05,1e-05,0.645602
"HM009","Greece_4",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM186","Greece_4",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM133","Greece_4",0.012834,1e-05,1e-05,1e-05,1e-05,1e-05,0.987106,1e-05
"HM061","Greece_4",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM187","Greece_4",1e-05,1e-05,1e-05,1e-05,0.011902,1e-05,0.988038,1e-05
"HM203","Greece_4",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM077","Greece_4",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM078","Greece_4",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM188","Greece_4",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM036","Greece_4",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM062","Greece_4",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM314","Greece_3",1e-05,1e-05,1e-05,0.033506,0.079094,1e-05,0.88735,1e-05
"HM037","Greece_2",0.010462,1e-05,1e-05,1e-05,0.07519,1e-05,0.914299,1e-05
"HM289","Greece_5",1e-05,1e-05,1e-05,1e-05,0.034482,0.037071,0.928397,1e-05
"HM134","Greece_6",0.147112,1e-05,1e-05,1e-05,1e-05,1e-05,0.852828,1e-05
"HM259","Greece_1",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"HM160","Greece,Crete_0",1e-05,1e-05,1e-05,1e-05,0.062318,0.13148,0.806151,1e-05
"HM114","Greece,Crete_0",0.045706,1e-05,1e-05,1e-05,1e-05,1e-05,0.954234,1e-05
"HM039","Israel_3",1e-05,1e-05,1e-05,1e-05,0.441332,1e-05,0.558608,1e-05
"HM109","Israel_1",1e-05,1e-05,1e-05,0.037395,0.314659,1e-05,0.647896,1e-05
"HM066","Israel_3",1e-05,1e-05,1e-05,1e-05,0.456017,1e-05,0.543923,1e-05
"HM135","Israel_2",1e-05,1e-05,1e-05,1e-05,0.280736,1e-05,0.719204,1e-05
"HM075","Italy_9",0.002572,0.242293,0.03527,0.309175,1e-05,0.407776,0.002894,1e-05
"HM202","Italy_5",1e-05,0.185279,1e-05,0.179686,1e-05,0.625437,0.009558,1e-05
"HM153","Italy_7",1e-05,1e-05,0.029236,0.289433,0.026048,0.323468,0.331784,1e-05
"HM302","Italy_4",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM300","Italy_8",1e-05,1e-05,1e-05,0.000209,1e-05,0.634864,0.364878,1e-05
"HM301","Italy_1",1e-05,1e-05,0.064235,1e-05,0.039406,0.183185,0.713134,1e-05
"HM010","Italy_2",1e-05,1e-05,1e-05,1e-05,0.050044,0.156254,0.793652,1e-05
"HM151","Italy_3",1e-05,1e-05,1e-05,1e-05,0.053694,1e-05,0.946246,1e-05
"HM040","Italy_4",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM111","Italy_1",1e-05,1e-05,0.081256,1e-05,0.045806,0.157137,0.715762,1e-05
"HM293","Italy_6",1e-05,1e-05,0.078128,0.059217,0.113262,0.129025,0.620338,1e-05
"HM197","Italy,Sardinia_0",0.030478,0.038132,1e-05,0.401731,1e-05,0.454085,0.075543,1e-05
"HM045","Jordan_0",1e-05,1e-05,1e-05,1e-05,0.549295,1e-05,0.450645,1e-05
"HM044","Jordan_0",1e-05,1e-05,1e-05,1e-05,0.365498,1e-05,0.634442,1e-05
"HM287","Lebanon_0",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM146","Libya_1",1e-05,1e-05,0.069666,1e-05,1e-05,1e-05,0.930274,1e-05
"HM147","Libya_4",1e-05,1e-05,1e-05,1e-05,0.857286,1e-05,0.142654,1e-05
"HM148","Libya_1",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM041","Libya_2",1e-05,0.166677,0.008195,0.065907,0.496652,1e-05,0.262539,1e-05
"HM138","Libya_3",1e-05,0.022298,1e-05,0.048037,0.490173,1e-05,0.439452,1e-05
"HM312","Malta_0",1e-05,1e-05,0.037647,0.020845,1e-05,0.22666,0.714807,1e-05
"HM071","Morocco_5",0.097979,0.562182,1e-05,0.088802,0.030727,1e-05,0.047875,0.172415
"HM307","Morocco_7",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"HM012","Morocco_6",1e-05,1e-05,0.033584,1e-05,1e-05,1e-05,1e-05,0.966356
"HM154","Morocco_7",1e-05,1e-05,1e-05,1.2e-05,1e-05,1e-05,1e-05,0.999928
"HM309","Morocco_7",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"HM139","Morocco_7",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"HM155","Morocco_7",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"HM260","Morocco_8",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM046","Morocco_4",0.037713,0.500422,1e-05,0.138674,0.00727,1e-05,0.038441,0.27746
"HM308","Morocco_9",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.465269,0.534671
"HM279","Morocco_2",0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"HM299","Morocco_7",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"HM271","Morocco_3",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"HM070","Morocco_4",0.039082,0.473089,1e-05,0.117882,0.001347,1e-05,0.044633,0.323946
"HM193","Morocco_7",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"HM152","Morocco_7",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"HM304","Morocco_7",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"HM201","Morocco_7",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"HM305","Morocco_7",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"HM311","Morocco_1",0.385738,0.086279,1e-05,1e-05,1e-05,1e-05,1e-05,0.527933
"HM262","Morocco_7",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"HM191","Portugal_3",1e-05,0.149468,0.063758,0.04207,0.077543,0.216459,0.397195,0.053496
"HM306","Portugal_4",1e-05,0.549468,1e-05,1e-05,0.001023,1e-05,0.324184,0.125286
"HM038","Portugal_7",1e-05,0.450984,1e-05,1e-05,1e-05,1e-05,1e-05,0.548956
"HM065","Portugal_7",1e-05,0.496961,1e-05,1e-05,1e-05,1e-05,1e-05,0.502979
"HM205","Portugal_7",1e-05,0.518325,1e-05,1e-05,1e-05,1e-05,0.016596,0.465029
"HM064","Portugal_5",1e-05,0.197673,1e-05,1e-05,1e-05,0.127079,0.451788,0.22342
"HM189","Portugal_8",1e-05,0.692104,1e-05,1e-05,1e-05,1e-05,1e-05,0.307836
"HM063","Portugal_2",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"HM098","Portugal_6",1e-05,0.403552,0.031308,1e-05,1e-05,0.229275,0.335826,1e-05
"HM068","Portugal_2",1e-05,0.96987,1e-05,1e-05,1e-05,1e-05,1e-05,0.03007
"HM270","Portugal_8",1e-05,0.712318,1e-05,1e-05,1e-05,1e-05,1e-05,0.287622
"HM190","Portugal_1",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"HM125","Spain_6",1e-05,0.976067,1e-05,1e-05,1e-05,1e-05,1e-05,0.023873
"HM181","Spain_6",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"HM092","Spain_6",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"HM093","Spain_3",1e-05,0.152883,1e-05,1e-05,1e-05,0.012586,1e-05,0.834481
"HM091","Spain_2",1e-05,0.407577,0.051424,1e-05,0.02802,0.170666,0.342284,1e-05
"HM057","Spain_8",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"HM089","Spain_8",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"HM119","Spain_8",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"HM172","Spain_7",1e-05,0.446333,1e-05,1e-05,1e-05,1e-05,1e-05,0.553607
"HM173","Spain_7",1e-05,0.406258,1e-05,1e-05,1e-05,1e-05,1e-05,0.593682
"HM118","Spain_6",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"HM031","Spain_8",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"HM178","Spain_8",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"HM170","Spain_4",0.010636,0.819658,1e-05,1e-05,1e-05,1e-05,1e-05,0.169656
"HM124","Spain_4",1e-05,0.805443,1e-05,1e-05,1e-05,1e-05,1e-05,0.194497
"HM122","Spain_8",1.7e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999923
"HM177","Spain_8",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"HM121","Spain_8",1e-05,1.1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999929
"HM179","Spain_8",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"HM058","Spain_6",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"HM180","Spain_5",1e-05,0.04864,1e-05,1e-05,1e-05,1e-05,1e-05,0.9513
"HM175","Spain_8",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"HM176","Spain_8",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"HM169","Spain_5",1e-05,0.088321,1e-05,1e-05,1e-05,1e-05,1e-05,0.911619
"HM003","Spain_8",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"HM120","Spain_6",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"HM117","Spain_6",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"HM056","Spain_1",1e-05,0.836055,1e-05,0.125222,1e-05,0.038673,1e-05,1e-05
"HM150","Syria_1",1e-05,1.2e-05,1e-05,1e-05,1e-05,1e-05,0.999928,1e-05
"HM001","Syria_1",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM280","Syria_2",1e-05,1e-05,1e-05,1e-05,0.076295,1e-05,0.923645,1e-05
"HM016","Tunisia_4",1e-05,1e-05,0.001498,0.912034,0.086417,1e-05,1e-05,1e-05
"HM073","Tunisia_7",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"HM108","Tunisia_8",1e-05,1e-05,1e-05,0.834992,0.164948,1e-05,1e-05,1e-05
"HM043","Tunisia_7",1e-05,1e-05,1e-05,0.999929,1.1e-05,1e-05,1e-05,1e-05
"HM196","Tunisia_7",1e-05,1e-05,1e-05,0.960559,0.039381,1e-05,1e-05,1e-05
"HM198","Tunisia_7",1e-05,1e-05,0.003819,0.994419,0.001712,1e-05,1e-05,1e-05
"HM023","Tunisia_6",1e-05,1e-05,1e-05,0.026715,0.340984,1e-05,0.632252,1e-05
"HM213","Tunisia_7",1e-05,1e-05,1e-05,0.999926,1e-05,1e-05,1.4e-05,1e-05
"HM214","Tunisia_7",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"HM215","Tunisia_7",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"HM217","Tunisia_7",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"HM218","Tunisia_7",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"HM219","Tunisia_4",1e-05,1e-05,0.080531,0.919409,1e-05,1e-05,1e-05,1e-05
"HM220","Tunisia_7",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"HM221","Tunisia_8",1e-05,1e-05,0.156247,0.802179,0.041525,1e-05,1e-05,1e-05
"HM222","Tunisia_7",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"HM025","Tunisia_4",1e-05,1e-05,0.082413,0.901436,0.016101,1e-05,1e-05,1e-05
"HM232","Tunisia_7",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"HM233","Tunisia_7",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"HM234","Tunisia_7",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"HM235","Tunisia_9",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05
"HM236","Tunisia_7",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"HM237","Tunisia_7",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"HM238","Tunisia_7",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"HM244","Tunisia_7",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"HM245","Tunisia_4",1e-05,1e-05,0.058756,0.941184,1e-05,1e-05,1e-05,1e-05
"HM310","Tunisia_7",1e-05,1e-05,0.023241,0.976699,1e-05,1e-05,1e-05,1e-05
"HM106","Tunisia_4",1e-05,1e-05,0.02533,0.94781,0.004419,1e-05,0.022401,1e-05
"HM076","Tunisia_4",1e-05,1e-05,0.063098,0.925885,1e-05,1e-05,0.010967,1e-05
"HM194","Tunisia_9",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05
"HM143","Tunisia_8",1e-05,1e-05,0.141641,0.753302,0.105007,1e-05,1e-05,1e-05
"HM069","Tunisia_9",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05
"HM192","Tunisia_9",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05
"HM020","Tunisia_2",1e-05,1e-05,0.135592,0.094599,0.739736,1e-05,0.030032,1e-05
"HM021","Tunisia_2",1e-05,1e-05,0.145856,0.035512,0.787484,1e-05,0.031109,1e-05
"HM210","Tunisia_3",1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"HM211","Tunisia_3",1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"HM212","Tunisia_3",1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"HM239","Tunisia_3",1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"HM240","Tunisia_3",1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"HM241","Tunisia_3",1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"HM242","Tunisia_3",1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"HM243","Tunisia_2",1e-05,1e-05,0.191597,1e-05,0.808343,1e-05,1e-05,1e-05
"HM024","Tunisia_1",1e-05,0.254006,0.745934,1e-05,1e-05,1e-05,1e-05,1e-05
"HM223","Tunisia_9",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05
"HM224","Tunisia_7",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"HM225","Tunisia_5",1e-05,1e-05,0.622929,0.206443,0.08101,1e-05,0.089578,1e-05
"HM226","Tunisia_9",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05
"HM227","Tunisia_9",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05
"HM228","Tunisia_9",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05
"HM229","Tunisia_9",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05
"HM230","Tunisia_9",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05
"HM231","Tunisia_9",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05
"HM141","Tunisia_3",1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"HM195","Tunisia_3",1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"HM145","Turkey_0",1e-05,1e-05,0.055117,1e-05,0.059663,0.071957,0.813224,1e-05
"HM042","Turkey_0",1e-05,1e-05,0.047697,1e-05,0.952243,1e-05,1e-05,1e-05
"HM256","unknown_2",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"HM269","unknown_1",0.064255,1e-05,1e-05,0.308968,1e-05,0.028797,0.585312,0.012638
"HM290","unknown_1",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM316","unknown_1",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM019","Unknown-Cultivar_3",1e-05,1e-05,0.098301,0.897759,0.003891,1e-05,1e-05,1e-05
"HM207","Unknown-Cultivar_2",1e-05,0.035641,1e-05,0.062203,1e-05,1e-05,0.902106,1e-05
"HM208","Unknown-Cultivar_1",1e-05,1e-05,1e-05,0.019773,0.32636,1e-05,0.653817,1e-05
"HM209","Unknown-Cultivar_2",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05
"HM101","Unknown-Reference_0",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
